评论时间,评论者IP归属地,评论内容
2024-5-14 10:14,来自浙江,来了就是杭州人👍🏻
2024-7-19 10:12,来自福建,来民营还是香饽饽
2024-7-31 22:16,来自浙江,来宁波县级医院，基本都是要研究生的
2024-7-19 15:15,来自河南,来新疆，水平高了再回内地……
2024-6-22 8:20,来自广东,来撞吧，我对你敞开怀抱
2024-7-25 12:34,来自湖北,浪费资源，浪费青春，浪费金钱。
2024-7-6 11:44,来自广东,老家没地，学校学农前都没进过田地，如果有地我当然愿意啊
2024-5-10 23:39,来自四川,老婆我爱你爱你爱你
2024-5-10 14:45,来自北京,老婆写的好好 一切顺利！！
2024-6-29 22:04,来自广东,老师，貌似百度订购了芯
2024-9-12 11:59,来自山西,老师教培编辑海外市场公务员
2024-7-13 15:10,来自河南,老师是不是喜用印啊
2024-7-25 13:01,来自湖北,了解！
2024-6-29 13:07,来自河南,了解下，未来10年大概率会出现的是哪些事儿？
2024-7-13 20:08,来自黑龙江,冷门专业必然的
2024-8-27 18:53,来自北京,冷暖自知，开心就好
2024-5-31 22:15,来自广东,"冷知识：全日制研究生期间可以同时参加自考一个本科。<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>"
2024-7-20 10:37,来自北京,李永乐是参加了世界五百强的面试，他想去是可以的，小编说他找工作碰壁，小编你能不胡说八道不？要点脸，
2024-6-8 14:01,来自贵州,李总，985或者西安电子科大集成电路方向还香不？
2023-4-25 11:50,来自广东,理工医的硕士还是比较好就业的，还是得分专业
2024-7-6 20:02,来自海南,理论跟实践脱节
2024-7-13 13:18,来自湖北,历史学专业毕业生来了，当时院里的考古学同学，现在好像就一个人，在读了首师大考古学研究生后，从事专业考古，现在好像在内蒙古。
2024-7-13 13:07,来自福建,厉害
2024-3-4 18:39,来自安徽,连老师您都这么说了，看来这两年的研究生真的是就业堪忧。
2024-5-26 23:31,来自浙江,两者关系可能是反的，可能不是研究生不好找工作，是能找到工作就不读研了，所以本科看上去就业好
2024-8-24 7:30,来自江苏,林强：就我多余呗
2024-8-23 10:02,来自福建,林强：我不应该在这里我应该在…
2024-6-20 14:44,来自四川,临床别学，没钱且累[淡淡的][淡淡的][淡淡的]纯牛马[淡淡的][淡淡的][淡淡的]
2024-7-25 12:09,来自山西,灵活就业、慢就业……有些媒体一天除了能创造新词，还能干嘛？
2024-8-27 19:02,来自北京,灵活就业景气指数
2024-7-2 13:18,来自云南,灵活就业也算就业，就业率年年保持在200％以上
2024-7-20 12:42,来自广东,靈魂考問：能教出200學生考上清華，這200學生同樣面臨跟他一樣的命運
2024-7-13 14:11,来自上海,留言看看铁几
2024-5-13 21:00,来自北京,楼市真的这么严峻了？
2024-3-28 9:28,来自美国,乱七八糟
2024-9-8 1:31,来自天津,落泪了，我只想知道这份杀鸡工作能赚多少（你）
2024-6-24 11:52,来自西藏,律师刚开始本来就工资低，后期能拉业务就会很高，而且现在还有网约所，都不用自己拉业务，我朋友就在，年薪五十万在上海
2024-3-10 17:32,来自重庆,妈妈？感谢小啊K。
2024-4-10 22:51,来自广东,妈呀明年毕业  这条wb看得我好焦虑感觉天都要塌下来了
2024-6-5 22:55,来自河南,马上就要高考啦，祝大家金榜题名！
2024-5-28 10:26,来自江苏,盲目扩招导致的
2024-7-25 10:08,来自广西,没错
2024-7-25 9:57,来自山西,没错
2024-7-25 10:01,来自天津,没错
2022-7-30 0:38,来自江苏,没错
2024-1-30 0:42,来自江苏,没啥想问的 就是想抱怨句执医报名怎么这么烦òᆺó
2024-5-29 12:17,来自陕西,没啥意义，读研学到的全是那些杂七杂八的，真正找工作用的东西还是靠自己自学的
2024-7-13 13:08,来自福建,没上学
2024-6-12 2:02,来自广东,没事我打算进厂了，做个破文员还要天天加班到九点，周末甚至11点。还没加班费。还不如进厂，宁愿身体累也不想心累
2024-5-27 14:56,来自北京,没研究生简历都过不了
2024-5-26 17:30,来自广西,没有吧，现在招聘门槛都是研究生以上学历。小小本科为了生存不介意劳务派遣罢，战战兢兢干着，生怕哪天就要优化了。
2024-3-12 19:45,来自河北,没有办法，社会的现实就是如此。
2024-6-20 15:12,来自四川,没有参考意义，这种问题和吐槽恋人一样，只会有一种回答，那就是只有分手，随便啥专业在读的人都觉得可以避雷
2024-9-2 12:59,来自广西,没有丢过黑的大学是不完整的
2024-6-19 17:54,来自广东,没有经验开的工资都不高
2024-7-25 18:21,来自江苏,没有留言了小黄sx养
2024-9-11 9:30,来自江苏,没有未来
2024-6-21 9:29,来自安徽,没有学位证真的走投无路了，求求国家再给我们一次机会#规培考试不应成为一锤子买卖##恢复规培结业一年两试##张雪峰对于学医的观点#
2024-5-26 22:31,来自浙江,每天扎根针 变聪明？
2024-3-5 21:10,来自广西,门槛
2024-5-26 19:57,来自广西,面试的时候人家说不是研究生不要，现在热搜说研究生就业比本科生困难，到底哪个环节出错了
2024-9-12 12:59,来自黑龙江,民办本科院校老师
2024-7-25 15:31,来自广西,明明就是脏活累活没人干，镀金现在没含量所以想增加学期长劝退一帮没钱的，抬高一堆有钱的，压榨一批不上不下家里又有点存款的
2023-3-11 1:17,来自广东,明明是大环境变了，却要你承认你自身的无能。
2024-6-20 14:33,来自辽宁,默默来一句，不要学医，本科期间不会感觉到和其他专业多大差距，等读研或者规培就知道了
2024-7-8 11:55,来自河北,哪个学校农学专业就业率低啊，你不工作他就总给你打电话问就业情况。农学本科毕业就是销售和看基地之类的。研究生搞育种方向能进个高大上点的公司，考公考博也有点优势。栽培方向的话，和本科区别就是少了3年工作经验。
2023-3-19 12:01,来自江苏,哪有这么多高端岗位
2024-7-1 13:53,来自广东,那不叫就业率，叫毕业去向落实率包括升学，就业，留学，自主创业等。北科大2023年本科生只有89.7%。2023年复旦大学本科88.69%
2024-7-2 21:53,来自浙江,那不是自己在骗自己吗？骗到最后连社保公积金都找不见了
2024-7-25 13:22,来自重庆,那还读不读了天呐，，，，
2024-7-25 11:20,来自江苏,那就再延长十年
2024-8-13 13:06,来自河南,那里有痴呆症呀，思路清晰，文笔还这么好，写下去，大家都喜欢看
2024-5-27 17:03,来自云南,那确实，多出三年学费，本科背韵达圆通，研究生怎么都得背顺丰京东吧，我也就这个出息
2024-5-26 20:40,来自湖北,那三本建议读双非一本研吗
2024-5-27 20:51,来自四川,那社会需要的各学历层次人数大概是什么比例喃？
2024-5-27 0:15,来自云南,那意义在哪
2024-6-8 13:39,来自江苏,楠哥，今年的苹果16屏幕调光会不会上高频啊？
2023-4-16 23:21,来自山东,内卷？
2024-7-30 20:39,来自广西,内驱力不足还是在本地吧
2024-8-29 17:58,来自湖北,内循环
2024-8-29 17:24,来自云南,内循环！
2024-6-24 10:33,来自山东,能否展开谈谈会不会4000和8000的岗位未来天花板不同
2024-3-12 16:03,来自湖南,能进哪个进哪个，现在工作难找，我也研究生进小学，也有同学在大专当老师的，过好自己的生活就行
2024-7-21 9:28,来自江苏,能考上那么多清北的学校也是一流学校。普通学校再努力凭个人的能力也达不到。
2023-4-13 22:28,来自浙江,你不做的有人做，那个人扰乱了市场价导致好多人没得做他也只能吃个饱饭，而你为了生活也不得不做，老板钱更多了
2024-6-27 7:08,来自山西,你倒是问跟自己有关的事啊，问一堆人家的事是几个意思？开头说自己很需要一些信息，然后又说其实别人提供的信息对你没什么用，你是什么白眼狼转世吗？
2024-5-26 19:55,来自山西,你疯了？你在说什么啊
2024-9-10 23:21,来自广东,你搞错了，光t大一年入学就有1w人。
2024-6-27 0:46,来自河南,你功利性太强了
2024-7-25 10:14,来自安徽,你还别说确实能提高，因为你在学校就不参与就业率的计算，不然你以为高校各种扩招延长学制的意义是啥
2024-6-29 13:31,来自安徽,你好，你感兴趣的“大学生就业”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 大学生就业
2024-9-11 7:46,来自安徽,你剪辑别人的“就业”完成了你自己的就业，你们都有美好的未来
2024-7-13 14:20,来自广西,你们说考古专业不好，是没看过听泉鉴宝直播吧，比啥不知所谓的庆余年好看多了
2024-6-27 0:48,来自广东,你平时都没有好好维护这关系 需要人帮忙的时候才想到他。并且你们的关系又算不上朋友。建议是拿着你现有offer去积累经验吧
2024-9-11 9:40,来自四川,你确定 985 本硕博毕业的才 20w？
2024-3-5 19:42,来自黑龙江,你少建议建议吧
2024-5-26 19:11,来自陕西,你是干啥的
2024-5-26 19:11,来自陕西,你是干啥的
2024-5-27 18:00,来自北京,你书读不出来名堂还不如学个一技之长，厨师也好水电焊也好，至少饿不死，高不成低不就还没一技之长怪谁
2024-5-27 0:40,来自中国香港,你说得对，我就是
2023-3-19 11:29,来自广东,你为什么只有研究生这个选项，你把博士后选项弄出来啊，耽误我中学生做选择题
2024-7-1 10:02,来自广东,你信不信不重要，反正我是信了
2024-8-28 12:16,来自广东,你一灵活，人家就失业了~
2024-5-28 16:49,来自河北,你这个“研究生”算不算水硕啊？
2024-5-26 19:00,来自上海,你这结论完全是正确的废话。给我十亿元的作用也是有限的
2024-5-30 18:32,来自北京,你这认知水平还分析啥互联网啊
2024-7-25 11:24,来自北京,年龄越大越不利于求职
2023-4-25 9:23,来自上海,念研究生之前，自己评估一下念这个学，想干啥，能干啥，学以致用，用不到的知识，学了社会上本来就不需要或者过剩的，甚至是落后的知识，费了几年时间和精力，发现用错方向了！
2024-5-13 19:48,来自上海,牛啊
2024-7-5 16:24,来自河南,农大的兽医老师们老有钱了
2024-5-29 9:29,来自四川,弄得想读就能读的上是的
2024-8-23 10:08,来自广东,女人有權勢了是可以貪戀一點美色
2024-7-12 21:02,来自北京,女性做律师蛮合适的
2024-7-13 13:12,来自浙江,哦豁，瞧瞧这优越感，北大的就了不起啊？不过话说回来，考古这行当，确实得是真爱才能坚持下来，就业率100%，看来都是真爱粉。
2024-8-13 23:26,来自江西,偶然间看到阿姨写的微博，写的真好
2024-5-27 23:46,来自辽宁,怕在碰着一周不洗澡的室友
2024-6-15 13:07,来自天津,跑啊！
2024-9-1 11:35,来自广东,配合不了一点哈哈哈
2024-8-29 14:13,来自广东,配图真是惊世骇俗呵
2024-9-12 8:11,来自江苏,平台的推手而已，这玩意儿迟早要被时代淘汰
2024-5-26 18:54,来自湖北,评价一句：读PhD同理
2024-7-20 7:31,来自上海,凭能力赚钱 理所当然
2024-3-6 1:18,来自北京,凭什么不看 我拼老命考上的 你说不看就不看 山河四省白努力了是吧
2024-7-25 13:44,来自北京,普法路上，一起前行@其他用户 
2024-6-24 17:37,来自江苏,七哥牛逼啊，还给国防事业做过贡献
2024-6-24 16:07,来自山东,其实传统的四大天坑两大护法这六门专业，其行业壁垒是很高的，从来都是只有这六门专业的人往外转行，很少有人能从别的专业转到这六门里去的。
2024-7-14 11:16,来自陕西,其实法律行业虽然整体女性多于男性，但是头部的大佬却是男性居多，男性在这个行业更好出头
2024-9-10 22:50,来自浙江,其实还是看学校城市。985相关性不那么大。上海北京深圳广州的普通大学好专业，就业机会不比偏远的985差。
2024-3-29 22:02,来自四川,其实还是欺负刚出学校的同学。
2024-6-24 9:49,来自四川,其实很多人是因为找不到工作，要么支教保研，要么找个三支一扶先苟着，然后备考编制
2023-6-3 20:52,来自安徽,其实就是推迟就业，毕竟制造业升级还没完成，欧美以前也用过类似的套路
2024-6-24 13:47,来自四川,其实抛开收入不谈
2024-9-1 11:36,来自江苏,其实现在省级部门对就业率已经没有以前那样唯绝对值的刚性指标了，干我们这行的现在也有了更科学立体的评估体系，但是架不住一些高校自作多情
2024-5-26 22:59,来自福建,其实最好找的是工科，纯理科的也不乐观，真心建议大家去读土木工程（手动狗头）
2022-5-9 10:59,来自浙江,企业都不景气 都在裁员 还来这么多劳动力
2024-7-13 18:20,来自上海,企业也不容易，虽然不提倡，但还算它有良心，赔偿了3000块钱，也算对她有个交代了
2024-9-12 12:12,来自海南,千字20翻不翻？
2024-9-2 12:16,来自北京,铅医，我决定你要是在五年之后还不能买车买房，还要靠跑腿外卖搬家扛东西挣钱的话，我就取关你了，因为我实在不忍心关注下去了
2024-7-13 19:20,来自山西,签了一家央企的三方，最后被上了一课
2024-6-24 10:50,来自广东,前两天还看到一个不知道是不是段子，说报考药科后来发现是火药不是医药。
2024-5-26 22:15,来自天津,前两天还有个非全日制研究生的话题，吸引了一堆全日制和非全日制的人在吵架
2024-3-12 16:04,来自河南,钱多吗 我们这边应届直招确实有很多硕士去小学，虽然我是硕士去的地方更烂但我觉得他们挺亏
2024-9-8 16:13,来自北京,强势985，还有去势985？
2024-7-13 18:35,来自广东,巧了我也是特别喜欢历史，中学历史考试经常第一
2024-7-13 13:38,来自北京,亲戚的孩子去年考进北大本来想学啥文学，但开学考试没考好排名不行被分到考古了，可见去年的时候这个专业并不是香饽饽。现在出这个热搜
2024-3-5 22:19,来自新疆,请不要建议
2024-6-24 12:59,来自山东,请教个问题，万华化工改名叫万华化学，国外也有一家大公司叫XX化学，为什么不叫XX化工公司，化工和化学，两个名称有什么区别吗？
2024-6-24 9:51,来自安徽,请求学位证与规培证脱钩
2024-6-5 15:26,来自福建,请问老师，师范专业考公考编还是考研，茫然中
2024-8-16 20:00,来自上海,请问如何报名接触一线口笔译译员
2024-6-21 9:13,来自广东,求求了 救救我们吧
2024-8-6 18:14,来自湖北,求求了 让我们有活下去的机会吧
2024-7-25 16:05,来自上海,求求了，一年两试也好呀
2024-5-13 23:07,来自浙江,求权威解答，应届毕业硕士本来在建德工作一年半，后辞职社保中断3月后再富阳续保就业，是否符合新政工作满三年的领取标准，求解答
2023-2-1 19:16,来自重庆,求神拜佛，转发转运微博然后靠吃喝玩乐来逃避，不去想就不焦虑啦
2024-9-1 8:03,来自广东,去年毕业的都找上工作了没有？
2022-5-10 22:21,来自浙江,全部灵活就业
2024-5-26 22:02,来自澳大利亚,全职儿女
2024-6-15 13:37,来自广西,劝跑 黑心公司无所不用打压员工
2024-7-25 10:10,来自河南,确实
2024-6-19 23:14,来自北京,确实得学学数学
2024-5-26 19:36,来自广东,确实是
2024-9-1 15:19,来自湖北,然而可惜如今的形势不一样了 现在的青年失业率实在是太高，生意不好整柜台因而现在上面对高校的毕业生就业率要求也压得很严。传导到我们这儿就成了哪位同学未签上三方合同没完成就业，辅导员、院领导乃至学校都会找你麻烦，哪怕学校或辅导员给你弄个假合同签上都行反正就是得“完成就业”
2024-7-25 14:36,来自湖南,然后毕业了找不到工作都算了，又要被催婚，生孩子。最后读了这么多年的书的女性，要么就是结婚生子，毫无作为。要么就是为了事业，30好几不敢找对象。太难了。
2024-5-26 16:39,来自广西,人才引进的标准研究生了呢大学里的辅导员也基本都是研究生起步的
2024-7-21 8:28,来自四川,人大附中的老师。
2024-3-12 19:59,来自江苏,人家建议是是几战还考不上的可以考虑放弃为了就业而考研。毕竟几年时光，时间投入下去要讲究效益。
2024-6-30 11:35,来自广东,人间真实有没有
2024-8-10 19:25,来自江西,人适应环境的能力很强的，生活的磨炼，总有一项工作适合她的。
2024-7-13 13:46,来自贵州,任何行业都要命硬哈身体健康是革命的本钱
2024-5-26 21:30,来自浙江,容嬷嬷当年是在给紫薇和小燕子启智呀
2024-8-10 17:18,来自北京,如果没有可口可乐 国产饮料能卖10元一瓶 。细品吧
2024-6-8 10:52,来自重庆,如果我本科出来工作 工资比现在还高
2024-7-6 14:14,来自黑龙江,如何解决超过1170万大学生毕业生就业问题？不能全部依赖考研考公和考编。大家可以继续考，因为考试是成本最低的求职方式。但不能全部人都依赖这些路径。关键之策是提升政治素养、经济素养和科学素养，培养超级个体，用个体创业就业，才能整体解决这个社会问题。#大学生就业#
2024-6-4 18:54,来自四川,如何提高能力呢？
2024-6-15 17:37,来自天津,如何拥有这种能力
2024-6-19 22:11,来自陕西,如有转圜，信女愿终身吃素且一辈子所遇非人
2024-7-12 21:25,来自北京,儒家当道时全是文科，之前天工开物等完全不受重视。
2024-5-26 20:41,来自福建,三本不读研＝大专
2024-7-13 20:39,来自湖北,三方 学生毁约给公司赔钱 公司毁约一个电话就行
2024-6-8 15:35,来自福建,僧多肉少 毕业即失业
2024-8-23 10:05,来自浙江,莎姐：你瘦了，郑帅：碎了
2024-8-22 23:55,来自四川,莎姐怼林强，郑帅：嘻嘻 莎姐关心郑帅，郑帅：不嘻嘻 哈哈哈哈哈哈
2024-8-22 22:04,来自江苏,莎姐可演26个男房客 女主啊啊啊啊啊啊啊啊啊
2024-8-22 22:08,来自贵州,莎姐说瘦了，每次看到小帅反应都能感受到他碎了
2024-7-25 11:42,来自中国香港,啥是慢就业?找不到工作叫慢就业?
2024-5-26 22:47,来自湖南,啥挑剔，费劲读个研究生，难道还找个跟专业八竿子打不着的工作吗？单位也不要好吗
2024-6-20 14:32,来自广东,商务英语懂得都懂
2024-1-30 7:33,来自上海,上海规培出站考操作考试范围直接是规培大纲，没有具体操作内容谁懂，和往届都不一样无从下手的感觉
2022-5-9 17:18,来自河南,上山下乡
2024-3-5 19:21,来自广东,上下皆如此
2024-7-13 12:40,来自广东,设计
2024-6-24 10:17,来自福建,社会就是要实干不是学历，脚踏实地就会活
2024-9-11 10:34,来自河南,社会就是这样走向畸形的，经济就是这样被摧毁的。
2024-7-25 9:54,来自辽宁,社会稳定最重要
2024-6-24 8:07,来自陕西,身为石大人，感到骄傲
2024-6-3 20:10,来自北京,深大高级人才加油
2024-9-10 23:00,来自重庆,什么985每年只有20万！！！
2024-6-30 23:19,来自江苏,什么年代有什么年代的不同于不容易.但有的职业不可能被人工智能取代，因为取代了不仅没有市场而且人工智能不可能取代人的感情（即使人工智能和人一模一样）
2024-1-30 16:08,来自山东,什么时候能毕业
2024-7-20 15:56,来自河北,什么是卖弄知识，又学到新词
2024-9-12 12:06,来自广西,甚至评论区都没几个人啊
2024-6-20 15:14,来自湖南,生物医学工程 避雷！大雷！
2024-7-13 12:40,来自福建,师范类，找不到工作
2024-7-13 12:41,来自江苏,师范类，找不到工作
2022-5-9 15:53,来自广东,十几年前，我们当时是五百万毕业生，找到合适的工作都不容易，大部分同学都动用了各种关系才落实就业。这环境，没几家公司招聘，听到的都是裁员的消息
2024-4-3 20:06,来自云南,十年前工科生只要是男的活的企业就要，成绩绩点只拿来卡女生
2024-9-14 3:45,来自山东,时代的尘埃
2024-5-26 19:29,来自河北,时间长
2024-5-28 16:51,来自江苏,实际上 本科生的我已经做到了研究生毕业要求 但还不过是个没学历的小屁孩搞不懂这个学真的要上这么长时间
2024-5-26 19:52,来自江苏,实在不行就找个有钱的夹了吧。
2023-4-7 21:27,来自河北,实在是太真实了呀
2024-6-21 14:12,来自河北,亊业编都不想去还说工作难找，在家呆着吧，让父母给交着养老保险，五十五岁直接领退休金得了！
2024-5-26 19:16,来自北京,事实是有关系胜任各种工作
2024-6-30 8:56,来自广东,事事提醒事事忘记事事等待事事自愈
2024-6-21 8:40,来自湖北,事业编你想去就去啊，人家是招考。还得考试呢。
2024-5-26 19:39,来自辽宁,是啊
2024-7-13 13:32,来自广东,是啊
2024-5-26 19:39,来自辽宁,是啊
2024-7-25 10:10,来自江苏,是啊
2024-3-28 9:29,来自河北,是啊
2024-6-10 17:42,来自广西,是啊，所以我觉得去个大专也不错
2024-7-25 10:10,来自江苏,是啊是啊
2024-5-26 18:38,来自陕西,是的
2024-5-26 19:29,来自安徽,是的
2024-5-26 18:35,来自中国台湾,是的
2024-7-13 22:53,来自广西,是的
2024-3-27 22:08,来自安徽,是的
2024-3-27 22:09,来自中国,是的
2024-5-26 18:35,来自中国台湾,是的
2024-7-25 10:08,来自广东,是的
2024-7-25 13:37,来自广东,是的
2024-3-28 9:21,来自湖南,是的
2024-3-28 9:26,来自安徽,是的
2024-3-28 9:22,来自浙江,是的
2024-6-12 6:35,来自山东,是的 我们班里统计就业情况 四十几个人零星几个写的考公考编 其余的全是“暂未就业”（双非文硕）
2024-9-1 9:52,来自浙江,是的，我们公司已经开启了各大学校招聘专场了
2024-5-26 18:42,来自安徽,是的是的
2024-7-20 20:27,来自安徽,是金子总会发光！
2024-7-21 9:50,来自湖南,是考研数学的那个李永乐吗
2023-2-1 19:33,来自河南,是我时间过得很快 哎
2024-7-13 8:01,来自四川,是一些学理工科的女生刚开始一两年还是在做技术的，后面其实都有一点转那行业的市场 行政 人家方面的，或者直接转文的也有
2024-9-1 12:48,来自浙江,是这样的...
2024-3-12 19:44,来自河北,是这样没办法
2024-5-26 19:01,来自山东,是真的 甚至不用和十年前比 和疫情前差别都很大
2024-7-13 9:52,来自吉林,是真的，审判长看我是男的直接判我胜诉
2024-8-23 10:03,来自河南,受不了了
2024-6-22 22:17,来自四川,兽医，牙医虽然技术含量少，但权力管制相对较少，市场化程度相对较高，从业者能获得相对合理的报酬。
2024-6-22 19:51,来自福建,兽医挺挣钱的，我一高中女同学，大专动物医学，毕业后第二年月薪一万多，前两年我去玩她常请我吃饭，富婆了都。这两年没问，估计更多了。
2024-7-2 9:00,来自上海,数据看看就好
2024-3-27 21:47,来自陕西,数据这不好专业啊
2023-2-1 19:14,来自广东,刷简历还是挺普遍的之前公司有小伙伴从大一就开始刷到研究生，满满当当
2024-9-9 8:41,来自湖北,双飞本已经被cv踢出群聊了
2024-5-27 8:13,来自甘肃,双非考双非，目前研0，要退学吗？
2024-5-27 10:34,来自甘肃,双非硕士只是把年纪搞大了，在就业上几乎没有优势，唉。
2024-5-31 6:36,来自浙江,谁说计算机只有AI一条路
2024-6-25 8:29,来自上海,谁说没有35岁危机？厂子关门搬迁一点办法都没有，上海这边厂子少了很多
2024-5-26 23:02,来自江西,说白了还是关系得硬啊，没后台国企干一辈子就那回事，没关系躺不了的
2024-5-31 8:33,来自广东,说得对，直接取关了……
2024-7-25 9:50,来自江西,说得好
2024-3-12 19:38,来自河南,说得有道理！！！但又有什么办法呢
2024-7-25 14:45,来自湖北,说的对
2024-6-8 14:07,来自四川,说的好简单啊
2024-5-26 18:54,来自浙江,说句不好听的，以前读研是对学术的追求，对改变命运的追求。现在读研，更多的是从众，甚至是逃避就业
2023-3-19 17:27,来自江苏,说明就业不好！
2022-9-3 10:15,来自江苏,说难吧，也不难，厂里缺工人缺的多了
2023-2-1 22:48,来自上海,说享受生活的肯定不做实验。做实验的难道不是十点钟从澡堂出来还要去提个质粒，或者从荒芜的郊区跑一两公里坐上末班公交，然后因为做了半年的实验结果数据用不了而一个人在座椅上偷偷哭泣吗？
2024-5-26 8:55,来自北京,硕博为了获得什么？这么说吧，四大国有行总行管培生，央企国企储备生，事业单位选调生，入职两年跟本科干的一样，基础轮岗之后，区别就是，本科你继续基层干着，那些硕博会进入管理层。硕博没找到工作是因为，这些岗位减少了，需要向下兼容，慢一些没问题，因为被占了的位置，也能夺回来。
2024-5-27 20:02,来自江西,硕博要求高，本科成本低
2024-5-27 12:41,来自北京,硕士，够呛，这两年
2024-6-12 0:59,来自山东,私密马赛 19毕业生已经在准备三战了 找不了工作一点
2024-8-12 18:05,来自重庆,私企、外企没有了，可以进国企、考公啊，广阔天地大有作为。
2024-5-14 1:36,来自贵州,四川有吗
2024-9-11 3:00,来自上海,算上研究生了吗
2024-6-8 20:53,来自山西,虽然你说的话很有道理，但我依然要说:说的真对啊。
2024-7-20 11:45,来自河北,所以，才有那么多的清北毕业生去国外了
2024-8-25 3:13,来自广东,所以能才是底气随便做两个手游挣个两亿当老本，再找老东家给自己注资
2024-6-29 15:30,来自北京,所以我觉得延迟退休不太好实施。
2024-5-27 0:09,来自内蒙古,所以幸福感就会更低，比方说我现在就是，才研0就已经开始焦虑了
2024-7-25 11:24,来自上海,他们晚就业，对我们目前的中年人来说有好处
2024-7-20 9:09,来自湖北,他现在还卖保险
2024-3-6 19:48,来自广东,他这是在为一些人发声。
2024-8-10 17:36,来自湖北,她会发现继续等下去要和每年都有新毕业的人竞争，还慢慢等…还妈宝不想离开武汉…越等别人越不想要啊
2024-6-17 21:10,来自上海,她在澳洲找不到工作本身就很说明问题了哦
2024-3-27 13:54,来自贵州,太颠了，这放在以前都是人才，全饱和了！
2024-5-27 9:28,来自陕西,太搞笑了，哈哈哈哈哈哈🤣
2024-3-12 19:44,来自福建,太难了
2024-3-12 19:43,来自吉林,太难了
2024-4-10 22:58,来自江苏,太难了要命下周就要开始学校面试了
2024-6-19 19:03,来自广西,太傻了，有事业编经常出差，短时间内积累的经验是很多的成长也快，以后跳槽是很大的资本，有事业编做背书
2024-7-5 19:11,来自北京,太愿意了，我的梦想是种田
2024-5-10 22:17,来自福建,特别漂亮!
2024-5-14 22:10,来自广东,特别特别美！
2024-9-8 15:56,来自广东,体系结构和CV是两个差异比较大的方向，作为从CV转到体系结构的过来人来看，你要想做算法的话这一两年体系结构相对好找工作一点，也难一点，同时咱也不知道等研究生毕业体系结构是不是也被卷死在沙滩上了，毕竟象帝先前几天也倒闭了。当然你只想找个开发或者考公体制内的话你更应该想的是找一个放养导师
2024-6-15 16:45,来自山东,天啊黑心公司，大家快跑
2024-7-13 13:01,来自福建,天赋
2024-3-27 22:04,来自广东,天呐
2024-6-15 13:20,来自陕西,天呐避雷！！什么勾史公司
2024-6-15 20:27,来自山东,天呐什么破公司，快跑！！
2024-6-15 13:26,来自山东,天呐这也太过分了，跟你朋友说:快跑啊！！！！
2024-5-26 16:43,来自江苏,天天制造焦虑
2023-2-1 19:18,来自北京,调整不了，找到就好了。
2024-6-22 7:59,来自河南,同事小孩高考成绩一般建议去学兽医毕业开宠物店给我家小猫看病享受亲情价
2024-7-13 12:48,来自湖北,同是历史爱好者，我高中三年都是历史科代表
2024-7-7 0:08,来自河南,同问大专or 高职的你们同学硕士进去有编制嘛
2024-6-22 19:27,来自天津,同学家娃要报动物医学
2024-7-12 20:57,来自陕西,同意，正确中肯的。
2024-7-25 12:51,来自上海,投了有利，多加一根稻草以尽微薄之力
2024-6-5 14:08,来自福建,图源网络
2024-4-1 15:46,来自北京,兔子brdu一抗除了ab152095还有没有推荐的便宜抗体，划痕实验transwell 有没有人在做可以共享下实验仪器，因为这俩实验不难从头再买培养皿划痕刀啥的成本太高了北京本地又没有做相关实验的公司
2024-5-27 12:24,来自河北,退休潮
2024-6-15 11:44,来自江苏,脱钩#规培证和学位证脱钩#
2024-6-8 8:26,来自江苏,外卖的岗位也不多了
2024-6-20 14:46,来自湖北,外语类是真的不太建议，尤其是翻译类，现在chatgpt发展太猛，极少数尖端翻译岗或者考公岗虽然不会被替代但是竞争太激烈。非要学的话建议辅修个商务类的，然后争取出国读商校，进外企的机会会比较多。如果能辅修工科或者计算机会更好留那边。
2024-8-29 9:24,来自北京,完美闭环
2024-8-29 20:54,来自四川,完美闭环，刺激内循环
2024-7-21 8:13,来自广东,完全的胡说八道
2024-3-5 19:12,来自辽宁,完全支持
2024-3-5 20:30,来自重庆,完全支持
2024-5-16 22:57,来自四川,晚了！天坑专业博士即将毕业
2024-5-26 21:23,来自北京,亡命天涯吧
2024-8-30 10:20,来自吉林,王佳佳
2024-9-2 12:39,来自天津,王医生我觉得每个人生出来的健康就是千差万别，有的人身体素质特别好，有的人生出来就体弱多病。
2024-9-2 12:12,来自美国,薇姐老妈妈附体了，开始语重心长，希望能有人听得进去。
2024-1-30 8:42,来自甘肃,为复试做准备，想学数据分析，有啥推荐，
2024-9-11 16:15,来自黑龙江,为啥老美日渐式微，就是不踏实做实体经济造成的。何况人家有美元霸权，你们有吗？最起码科技创新公司也有很多，靠平台直播带货能发展起来吗
2024-6-21 7:29,来自辽宁,为啥强调没找到对象呢？对象能给开工资？
2024-5-26 20:51,来自湖北,为什么活人难于死人
2024-7-22 4:53,来自江苏,为什么只有进入公家体制才算正解？有时甚至连为人才能才尽其用都不是？！
2024-7-22 4:53,来自江苏,为什么只有进入公家体制才算正解？有时甚至连为人才能才尽其用都不是？！
