评论时间,评论者IP归属地,评论者性别,评论内容,情感分析
2024-5-26 22:46,来自重庆,女,可能研究生觉得比本科生多读了几年书 自己应该值得更好的吧,0.9957066164127052
2024-6-6 10:29,来自北京,女,可是北京的国企或者大一点的公司，都是要卡研究生啊,0.32455950594601746
2024-5-13 19:33,来自浙江,女,可是即使是全日制应届在杭工作 却仍旧领不到补贴,0.08130625158793214
2024-5-26 19:17,来自北京,男,可是这个不是事实，事实就是他说的,0.28556976363588915
2024-7-13 14:41,来自上海,男,可以不要老婆,0.5174476610709796
2024-5-26 22:03,来自云南,男,可以给自己拍一期，标题：深圳大学高级人才毕业找不到工作，住城中村，吃12元猪脚饭，感觉这辈子完了,0.311103979884073
2024-8-27 19:48,来自福建,男,可以接受灵活就业，但不许美化灵活就业,0.9884616181593059
2024-9-2 12:12,来自浙江,女,可以去社区医院,0.7340603936947342
2024-5-26 19:35,来自上海,男,可以做卡秃噜皮君的assistant,0.6899373436630349
2024-5-31 0:06,来自湖北,女,肯定不在武汉…家属同学校同专业，工作近10年也就这个薪资,0.6809713573062417
2024-8-13 12:33,来自陕西,男,肯定可以的，文字功底很好，多写写吧,0.9559810618754612
2024-7-5 9:44,来自甘肃,男,恳求学位证与规培证书脱钩,0.053829013971564144
2024-7-21 19:18,来自江西,男,跨境本土电商寻找联合创业的人,0.9684947704006892
2024-6-15 19:05,来自浙江,女,快跑,0.7234859221523413
2024-6-15 18:24,来自吉林,男,快跑,0.7234859221523413
2024-6-15 19:05,来自浙江,女,快跑,0.7234859221523413
2024-6-15 18:24,来自吉林,男,快跑,0.7234859221523413
2024-6-15 20:27,来自浙江,女,快跑！,0.7234859221523413
2024-6-15 20:38,来自江苏,女,快跑啊，这种公司就靠吸血活着,0.9751931119906657
2023-6-3 22:17,来自安徽,男,扩招治标不治本，到头来吃亏的还是我们毕业生,0.6974988353079214
2024-3-6 12:09,来自云南,男,来了,0.5262327818078083
2024-3-28 9:24,来自河北,女,来了,0.5262327818078083
2024-5-14 10:14,来自浙江,男,来了就是杭州人👍🏻,0.5181975285615511
2024-7-19 10:12,来自福建,男,来民营还是香饽饽,0.621892240936647
2024-7-31 22:16,来自浙江,女,来宁波县级医院，基本都是要研究生的,0.23321251397884524
2024-7-19 15:15,来自河南,男,来新疆，水平高了再回内地……,0.9547449636222702
2024-6-22 8:20,来自广东,男,来撞吧，我对你敞开怀抱,0.9891044311546635
2024-7-25 12:34,来自湖北,男,浪费资源，浪费青春，浪费金钱。,0.5244976908589807
2024-7-6 11:44,来自广东,女,老家没地，学校学农前都没进过田地，如果有地我当然愿意啊,0.969154312876078
2024-5-10 23:39,来自四川,女,老婆我爱你爱你爱你,0.9749954006342495
2024-5-10 14:45,来自北京,女,老婆写的好好 一切顺利！！,0.7185583997628628
2024-6-29 22:04,来自广东,男,老师，貌似百度订购了芯,0.8148340890139563
2024-9-12 11:59,来自山西,女,老师教培编辑海外市场公务员,0.972363572812228
2024-7-13 15:10,来自河南,女,老师是不是喜用印啊,0.5897276331135466
2024-7-25 13:01,来自湖北,女,了解！,0.5262327818078083
2024-6-29 13:07,来自河南,男,了解下，未来10年大概率会出现的是哪些事儿？,0.5208258889554233
2024-7-13 20:08,来自黑龙江,男,冷门专业必然的,0.5758188131759495
2024-8-27 18:53,来自北京,男,冷暖自知，开心就好,0.7508252522943064
2024-5-31 22:15,来自广东,男,"冷知识：全日制研究生期间可以同时参加自考一个本科。<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>",0.9849136131811937
2024-7-20 10:37,来自北京,女,李永乐是参加了世界五百强的面试，他想去是可以的，小编说他找工作碰壁，小编你能不胡说八道不？要点脸，,0.9864389321511685
2024-6-8 14:01,来自贵州,男,李总，985或者西安电子科大集成电路方向还香不？,0.8515147847081527
2023-4-25 11:50,来自广东,男,理工医的硕士还是比较好就业的，还是得分专业,0.9031254072289577
2024-7-6 20:02,来自海南,男,理论跟实践脱节,0.924828039937464
2024-7-13 13:18,来自湖北,男,历史学专业毕业生来了，当时院里的考古学同学，现在好像就一个人，在读了首师大考古学研究生后，从事专业考古，现在好像在内蒙古。,0.9934896734861584
2024-7-13 13:07,来自福建,女,厉害,0.35964912280701733
2024-3-4 18:39,来自安徽,男,连老师您都这么说了，看来这两年的研究生真的是就业堪忧。,0.9760315771758789
2024-5-26 23:31,来自浙江,男,两者关系可能是反的，可能不是研究生不好找工作，是能找到工作就不读研了，所以本科看上去就业好,0.9983699885899635
2024-8-24 7:30,来自江苏,女,林强：就我多余呗,0.812838991637345
2024-8-23 10:02,来自福建,男,林强：我不应该在这里我应该在…,0.6822579198490756
2024-6-20 14:44,来自四川,女,临床别学，没钱且累[淡淡的][淡淡的][淡淡的]纯牛马[淡淡的][淡淡的][淡淡的],0.9999999750767852
2024-7-25 12:09,来自山西,男,灵活就业、慢就业……有些媒体一天除了能创造新词，还能干嘛？,0.978707851728458
2024-8-27 19:02,来自北京,男,灵活就业景气指数,0.9273796729692138
2024-7-2 13:18,来自云南,男,灵活就业也算就业，就业率年年保持在200％以上,0.9775308942373869
2024-7-20 12:42,来自广东,男,靈魂考問：能教出200學生考上清華，這200學生同樣面臨跟他一樣的命運,0.42600307962040085
2024-7-13 14:11,来自上海,男,留言看看铁几,0.622719735871384
2024-5-13 21:00,来自北京,女,楼市真的这么严峻了？,0.6905556115354677
2024-3-28 9:28,来自美国,女,乱七八糟,0.12195121951219512
2024-9-8 1:31,来自天津,女,落泪了，我只想知道这份杀鸡工作能赚多少（你）,0.8133528407459034
2024-6-24 11:52,来自西藏,男,律师刚开始本来就工资低，后期能拉业务就会很高，而且现在还有网约所，都不用自己拉业务，我朋友就在，年薪五十万在上海,0.850390526194007
2024-3-10 17:32,来自重庆,女,妈妈？感谢小啊K。,0.9166347771744319
2024-4-10 22:51,来自广东,女,妈呀明年毕业  这条wb看得我好焦虑感觉天都要塌下来了,0.9843129461318675
2024-6-5 22:55,来自河南,男,马上就要高考啦，祝大家金榜题名！,0.981705368843884
2024-5-28 10:26,来自江苏,男,盲目扩招导致的,0.33649481955474236
2024-7-25 10:08,来自广西,男,没错,0.38997354131708073
2024-7-25 9:57,来自山西,女,没错,0.38997354131708073
2024-7-25 10:01,来自天津,女,没错,0.38997354131708073
2022-7-30 0:38,来自江苏,男,没错,0.38997354131708073
2024-1-30 0:42,来自江苏,女,没啥想问的 就是想抱怨句执医报名怎么这么烦òᆺó,0.34160663568797756
2024-5-29 12:17,来自陕西,男,没啥意义，读研学到的全是那些杂七杂八的，真正找工作用的东西还是靠自己自学的,0.9908715978716115
2024-7-13 13:08,来自福建,男,没上学,0.8809008937204778
2024-6-12 2:02,来自广东,女,没事我打算进厂了，做个破文员还要天天加班到九点，周末甚至11点。还没加班费。还不如进厂，宁愿身体累也不想心累,0.016370025399807253
2024-5-27 14:56,来自北京,男,没研究生简历都过不了,0.699758620446987
2024-5-26 17:30,来自广西,女,没有吧，现在招聘门槛都是研究生以上学历。小小本科为了生存不介意劳务派遣罢，战战兢兢干着，生怕哪天就要优化了。,0.9988904540810564
2024-3-12 19:45,来自河北,女,没有办法，社会的现实就是如此。,0.4511959258091627
2024-6-20 15:12,来自四川,女,没有参考意义，这种问题和吐槽恋人一样，只会有一种回答，那就是只有分手，随便啥专业在读的人都觉得可以避雷,0.9809156810121711
2024-9-2 12:59,来自广西,男,没有丢过黑的大学是不完整的,0.8868871033975169
2024-6-19 17:54,来自广东,女,没有经验开的工资都不高,0.27370108487786315
2024-7-25 18:21,来自江苏,男,没有留言了小黄sx养,0.5205547701627825
2024-9-11 9:30,来自江苏,男,没有未来,0.9000000000000001
2024-6-21 9:29,来自安徽,女,没有学位证真的走投无路了，求求国家再给我们一次机会#规培考试不应成为一锤子买卖##恢复规培结业一年两试##张雪峰对于学医的观点#,0.9859860621938848
2024-5-26 22:31,来自浙江,男,每天扎根针 变聪明？,0.9377463677288844
2024-3-5 21:10,来自广西,女,门槛,0.5
2024-5-26 19:57,来自广西,女,面试的时候人家说不是研究生不要，现在热搜说研究生就业比本科生困难，到底哪个环节出错了,0.9667560082047639
2024-9-12 12:59,来自黑龙江,女,民办本科院校老师,0.9737301598646556
2024-7-25 15:31,来自广西,女,明明就是脏活累活没人干，镀金现在没含量所以想增加学期长劝退一帮没钱的，抬高一堆有钱的，压榨一批不上不下家里又有点存款的,0.0010551407791299372
2023-3-11 1:17,来自广东,女,明明是大环境变了，却要你承认你自身的无能。,0.4975498464417557
2024-6-20 14:33,来自辽宁,女,默默来一句，不要学医，本科期间不会感觉到和其他专业多大差距，等读研或者规培就知道了,0.9998895188419278
2024-7-8 11:55,来自河北,男,哪个学校农学专业就业率低啊，你不工作他就总给你打电话问就业情况。农学本科毕业就是销售和看基地之类的。研究生搞育种方向能进个高大上点的公司，考公考博也有点优势。栽培方向的话，和本科区别就是少了3年工作经验。,0.9999573051650877
2023-3-19 12:01,来自江苏,男,哪有这么多高端岗位,0.7553062958704757
2024-7-1 13:53,来自广东,男,那不叫就业率，叫毕业去向落实率包括升学，就业，留学，自主创业等。北科大2023年本科生只有89.7%。2023年复旦大学本科88.69%,0.99996081343115
2024-7-2 21:53,来自浙江,男,那不是自己在骗自己吗？骗到最后连社保公积金都找不见了,0.0011289933030114163
2024-7-25 13:22,来自重庆,女,那还读不读了天呐，，，，,0.8092994766871651
2024-7-25 11:20,来自江苏,女,那就再延长十年,0.5934416641930529
2024-8-13 13:06,来自河南,女,那里有痴呆症呀，思路清晰，文笔还这么好，写下去，大家都喜欢看,0.9940674369455375
2024-5-27 17:03,来自云南,女,那确实，多出三年学费，本科背韵达圆通，研究生怎么都得背顺丰京东吧，我也就这个出息,0.8976687079653941
2024-5-26 20:40,来自湖北,男,那三本建议读双非一本研吗,0.9863492657279656
2024-5-27 20:51,来自四川,男,那社会需要的各学历层次人数大概是什么比例喃？,0.5675983330275669
2024-5-27 0:15,来自云南,女,那意义在哪,0.6113744075829383
2024-6-8 13:39,来自江苏,男,楠哥，今年的苹果16屏幕调光会不会上高频啊？,0.32972153997370635
2023-4-16 23:21,来自山东,男,内卷？,0.3569537443927686
2024-7-30 20:39,来自广西,女,内驱力不足还是在本地吧,0.33678875233647754
2024-8-29 17:58,来自湖北,男,内循环,0.06488506368053493
2024-8-29 17:24,来自云南,男,内循环！,0.06488506368053493
2024-6-24 10:33,来自山东,男,能否展开谈谈会不会4000和8000的岗位未来天花板不同,0.9467314655257156
2024-3-12 16:03,来自湖南,男,能进哪个进哪个，现在工作难找，我也研究生进小学，也有同学在大专当老师的，过好自己的生活就行,0.99472911935232
2024-7-21 9:28,来自江苏,男,能考上那么多清北的学校也是一流学校。普通学校再努力凭个人的能力也达不到。,0.9999998390951018
2023-4-13 22:28,来自浙江,女,你不做的有人做，那个人扰乱了市场价导致好多人没得做他也只能吃个饱饭，而你为了生活也不得不做，老板钱更多了,0.9497902502373504
2024-6-27 7:08,来自山西,女,你倒是问跟自己有关的事啊，问一堆人家的事是几个意思？开头说自己很需要一些信息，然后又说其实别人提供的信息对你没什么用，你是什么白眼狼转世吗？,0.018682390141446903
2024-5-26 19:55,来自山西,男,你疯了？你在说什么啊,0.2821969100451298
2024-9-10 23:21,来自广东,男,你搞错了，光t大一年入学就有1w人。,0.13746273717405832
2024-6-27 0:46,来自河南,女,你功利性太强了,0.6280256077894381
2024-7-25 10:14,来自安徽,女,你还别说确实能提高，因为你在学校就不参与就业率的计算，不然你以为高校各种扩招延长学制的意义是啥,0.9931430242594185
2024-6-29 13:31,来自安徽,男,你好，你感兴趣的“大学生就业”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入&gt;&gt; 大学生就业,0.9999954886429658
2024-9-11 7:46,来自安徽,男,你剪辑别人的“就业”完成了你自己的就业，你们都有美好的未来,0.9984795351179835
2024-7-13 14:20,来自广西,男,你们说考古专业不好，是没看过听泉鉴宝直播吧，比啥不知所谓的庆余年好看多了,0.4629638451106559
2024-6-27 0:48,来自广东,男,你平时都没有好好维护这关系 需要人帮忙的时候才想到他。并且你们的关系又算不上朋友。建议是拿着你现有offer去积累经验吧,0.933355675155071
2024-9-11 9:40,来自四川,男,你确定 985 本硕博毕业的才 20w？,0.5067310620675648
2024-3-5 19:42,来自黑龙江,女,你少建议建议吧,0.21467518570004285
2024-5-26 19:11,来自陕西,男,你是干啥的,0.25210084033613434
2024-5-26 19:11,来自陕西,男,你是干啥的,0.25210084033613434
2024-5-27 18:00,来自北京,男,你书读不出来名堂还不如学个一技之长，厨师也好水电焊也好，至少饿不死，高不成低不就还没一技之长怪谁,0.20983527406019375
2024-5-27 0:40,来自中国香港,女,你说得对，我就是,0.39041446358519516
2023-3-19 11:29,来自广东,男,你为什么只有研究生这个选项，你把博士后选项弄出来啊，耽误我中学生做选择题,0.9440128310819236
2024-7-1 10:02,来自广东,男,你信不信不重要，反正我是信了,0.22882328617370862
2024-8-28 12:16,来自广东,男,你一灵活，人家就失业了~,0.6000799053524193
2024-5-28 16:49,来自河北,男,你这个“研究生”算不算水硕啊？,0.7156387459732421
2024-5-26 19:00,来自上海,男,你这结论完全是正确的废话。给我十亿元的作用也是有限的,0.21270427595270158
2024-5-30 18:32,来自北京,男,你这认知水平还分析啥互联网啊,0.9885386518357261
2024-7-25 11:24,来自北京,女,年龄越大越不利于求职,0.8827817189240781
2023-4-25 9:23,来自上海,男,念研究生之前，自己评估一下念这个学，想干啥，能干啥，学以致用，用不到的知识，学了社会上本来就不需要或者过剩的，甚至是落后的知识，费了几年时间和精力，发现用错方向了！,0.9980246617933285
2024-5-13 19:48,来自上海,男,牛啊,0.625
2024-7-5 16:24,来自河南,男,农大的兽医老师们老有钱了,0.7098210915911202
2024-5-29 9:29,来自四川,男,弄得想读就能读的上是的,0.4578375878893023
2024-8-23 10:08,来自广东,女,女人有權勢了是可以貪戀一點美色,0.7897958948813518
2024-7-12 21:02,来自北京,男,女性做律师蛮合适的,0.9937220875599296
2024-7-13 13:12,来自浙江,女,哦豁，瞧瞧这优越感，北大的就了不起啊？不过话说回来，考古这行当，确实得是真爱才能坚持下来，就业率100%，看来都是真爱粉。,0.9957749816800145
2024-8-13 23:26,来自江西,女,偶然间看到阿姨写的微博，写的真好,0.7252755739217981
2024-5-27 23:46,来自辽宁,女,怕在碰着一周不洗澡的室友,0.006138312720899153
2024-6-15 13:07,来自天津,女,跑啊！,0.5348837209302327
2024-9-1 11:35,来自广东,女,配合不了一点哈哈哈,0.8558017021475872
2024-8-29 14:13,来自广东,男,配图真是惊世骇俗呵,0.7331664551097047
2024-9-12 8:11,来自江苏,男,平台的推手而已，这玩意儿迟早要被时代淘汰,0.49899782198414566
2024-5-26 18:54,来自湖北,男,评价一句：读PhD同理,0.666977205238977
2024-7-20 7:31,来自上海,男,凭能力赚钱 理所当然,0.896997217734865
2024-3-6 1:18,来自北京,男,凭什么不看 我拼老命考上的 你说不看就不看 山河四省白努力了是吧,0.009517890888579794
2024-7-25 13:44,来自北京,男,普法路上，一起前行@菏泽市人民检察院,0.8182555149360443
2024-6-24 17:37,来自江苏,男,七哥牛逼啊，还给国防事业做过贡献,0.9946272890140924
2024-6-24 16:07,来自山东,男,其实传统的四大天坑两大护法这六门专业，其行业壁垒是很高的，从来都是只有这六门专业的人往外转行，很少有人能从别的专业转到这六门里去的。,0.8337612887604976
2024-7-14 11:16,来自陕西,男,其实法律行业虽然整体女性多于男性，但是头部的大佬却是男性居多，男性在这个行业更好出头,0.9997449208778642
2024-9-10 22:50,来自浙江,男,其实还是看学校城市。985相关性不那么大。上海北京深圳广州的普通大学好专业，就业机会不比偏远的985差。,0.9885681197736688
2024-3-29 22:02,来自四川,男,其实还是欺负刚出学校的同学。,0.9811741521416619
2024-6-24 9:49,来自四川,男,其实很多人是因为找不到工作，要么支教保研，要么找个三支一扶先苟着，然后备考编制,0.8950999918243603
2023-6-3 20:52,来自安徽,男,其实就是推迟就业，毕竟制造业升级还没完成，欧美以前也用过类似的套路,0.9862180886986867
2024-6-24 13:47,来自四川,男,其实抛开收入不谈,0.9385273104882197
2024-9-1 11:36,来自江苏,男,其实现在省级部门对就业率已经没有以前那样唯绝对值的刚性指标了，干我们这行的现在也有了更科学立体的评估体系，但是架不住一些高校自作多情,0.9902128215352648
2024-5-26 22:59,来自福建,男,其实最好找的是工科，纯理科的也不乐观，真心建议大家去读土木工程（手动狗头）,0.991553924122646
2022-5-9 10:59,来自浙江,男,企业都不景气 都在裁员 还来这么多劳动力,0.8151287578445835
2024-7-13 18:20,来自上海,女,企业也不容易，虽然不提倡，但还算它有良心，赔偿了3000块钱，也算对她有个交代了,0.006955710550573313
2024-9-12 12:12,来自海南,女,千字20翻不翻？,0.24476866737502612
2024-9-2 12:16,来自北京,男,铅医，我决定你要是在五年之后还不能买车买房，还要靠跑腿外卖搬家扛东西挣钱的话，我就取关你了，因为我实在不忍心关注下去了,0.0005685031837132648
2024-7-13 19:20,来自山西,男,签了一家央企的三方，最后被上了一课,0.10563089306956686
2024-6-24 10:50,来自广东,男,前两天还看到一个不知道是不是段子，说报考药科后来发现是火药不是医药。,0.6455672107028296
2024-5-26 22:15,来自天津,男,前两天还有个非全日制研究生的话题，吸引了一堆全日制和非全日制的人在吵架,0.8583237813611918
2024-3-12 16:04,来自河南,女,钱多吗 我们这边应届直招确实有很多硕士去小学，虽然我是硕士去的地方更烂但我觉得他们挺亏,0.47849437158722974
2024-9-8 16:13,来自北京,男,强势985，还有去势985？,0.42187459753097767
2024-7-13 18:35,来自广东,女,巧了我也是特别喜欢历史，中学历史考试经常第一,0.9999492876645253
2024-7-13 13:38,来自北京,女,亲戚的孩子去年考进北大本来想学啥文学，但开学考试没考好排名不行被分到考古了，可见去年的时候这个专业并不是香饽饽。现在出这个热搜,0.7320826005689076
2024-3-5 22:19,来自新疆,女,请不要建议,0.1003812016482365
2024-6-24 12:59,来自山东,男,请教个问题，万华化工改名叫万华化学，国外也有一家大公司叫XX化学，为什么不叫XX化工公司，化工和化学，两个名称有什么区别吗？,0.6915473495613161
2024-6-24 9:51,来自安徽,女,请求学位证与规培证脱钩,0.2912237557369397
2024-6-5 15:26,来自福建,男,请问老师，师范专业考公考编还是考研，茫然中,0.999959247161893
2024-8-16 20:00,来自上海,女,请问如何报名接触一线口笔译译员,0.3903304220355974
2024-6-21 9:13,来自广东,女,求求了 救救我们吧,0.22112816057428986
2024-8-6 18:14,来自湖北,女,求求了 让我们有活下去的机会吧,0.6160438547137679
2024-7-25 16:05,来自上海,男,求求了，一年两试也好呀,0.25200799879117197
2024-5-13 23:07,来自浙江,女,求权威解答，应届毕业硕士本来在建德工作一年半，后辞职社保中断3月后再富阳续保就业，是否符合新政工作满三年的领取标准，求解答,0.17612984752587835
2023-2-1 19:16,来自重庆,女,求神拜佛，转发转运微博然后靠吃喝玩乐来逃避，不去想就不焦虑啦,0.7999316713354138
2024-9-1 8:03,来自广东,男,去年毕业的都找上工作了没有？,0.8137809671171202
2022-5-10 22:21,来自浙江,男,全部灵活就业,0.9000299615145507
2024-5-26 22:02,来自澳大利亚,男,全职儿女,0.8243705082379369
2024-6-15 13:37,来自广西,女,劝跑 黑心公司无所不用打压员工,0.022525171485015427
2024-7-25 10:10,来自河南,女,确实,0.6538461538461541
2024-6-19 23:14,来自北京,男,确实得学学数学,0.9862574168327926
2024-5-26 19:36,来自广东,女,确实是,0.6538461538461541
2024-9-1 15:19,来自湖北,男,然而可惜如今的形势不一样了 现在的青年失业率实在是太高，生意不好整柜台因而现在上面对高校的毕业生就业率要求也压得很严。传导到我们这儿就成了哪位同学未签上三方合同没完成就业，辅导员、院领导乃至学校都会找你麻烦，哪怕学校或辅导员给你弄个假合同签上都行反正就是得“完成就业”,0.6113666711905117
2024-7-25 14:36,来自湖南,女,然后毕业了找不到工作都算了，又要被催婚，生孩子。最后读了这么多年的书的女性，要么就是结婚生子，毫无作为。要么就是为了事业，30好几不敢找对象。太难了。,0.9675274967269425
2024-5-26 16:39,来自广西,男,人才引进的标准研究生了呢大学里的辅导员也基本都是研究生起步的,0.9996909442061651
2024-7-21 8:28,来自四川,男,人大附中的老师。,0.8821544387598848
2024-3-12 19:59,来自江苏,男,人家建议是是几战还考不上的可以考虑放弃为了就业而考研。毕竟几年时光，时间投入下去要讲究效益。,0.9999941214713711
2024-6-30 11:35,来自广东,男,人间真实有没有,0.6336557022935547
2024-8-10 19:25,来自江西,男,人适应环境的能力很强的，生活的磨炼，总有一项工作适合她的。,0.9983269499041055
2024-7-13 13:46,来自贵州,男,任何行业都要命硬哈身体健康是革命的本钱,0.9639642116831594
2024-5-26 21:30,来自浙江,女,容嬷嬷当年是在给紫薇和小燕子启智呀,0.8902499019631194
2024-8-10 17:18,来自北京,男,如果没有可口可乐 国产饮料能卖10元一瓶 。细品吧,0.3711630236158464
2024-6-8 10:52,来自重庆,女,如果我本科出来工作 工资比现在还高,0.8876983315559155
2024-7-6 14:14,来自黑龙江,男,如何解决超过1170万大学生毕业生就业问题？不能全部依赖考研考公和考编。大家可以继续考，因为考试是成本最低的求职方式。但不能全部人都依赖这些路径。关键之策是提升政治素养、经济素养和科学素养，培养超级个体，用个体创业就业，才能整体解决这个社会问题。#大学生就业#,0.9999999992880126
2024-6-4 18:54,来自四川,女,如何提高能力呢？,0.7096121818513604
2024-6-15 17:37,来自天津,女,如何拥有这种能力,0.9443736139774763
2024-6-19 22:11,来自陕西,女,如有转圜，信女愿终身吃素且一辈子所遇非人,0.8716678271705899
2024-7-12 21:25,来自北京,男,儒家当道时全是文科，之前天工开物等完全不受重视。,0.6043848837144298
2024-5-26 20:41,来自福建,男,三本不读研＝大专,0.9849885650548448
2024-7-13 20:39,来自湖北,男,三方 学生毁约给公司赔钱 公司毁约一个电话就行,0.0008090993964730009
2024-6-8 15:35,来自福建,女,僧多肉少 毕业即失业,0.8096230201415164
2024-8-23 10:05,来自浙江,女,莎姐：你瘦了，郑帅：碎了,0.9552463763851005
2024-8-22 23:55,来自四川,女,莎姐怼林强，郑帅：嘻嘻 莎姐关心郑帅，郑帅：不嘻嘻 哈哈哈哈哈哈,0.9999490947483047
2024-8-22 22:04,来自江苏,女,莎姐可演26个男房客 女主啊啊啊啊啊啊啊啊啊,0.9809541697850394
2024-8-22 22:08,来自贵州,女,莎姐说瘦了，每次看到小帅反应都能感受到他碎了,0.9589237586416772
2024-7-25 11:42,来自中国香港,男,啥是慢就业?找不到工作叫慢就业?,0.7966500659538231
2024-5-26 22:47,来自湖南,女,啥挑剔，费劲读个研究生，难道还找个跟专业八竿子打不着的工作吗？单位也不要好吗,0.14729491983654552
2024-6-20 14:32,来自广东,女,商务英语懂得都懂,0.6313611036166705
2024-1-30 7:33,来自上海,女,上海规培出站考操作考试范围直接是规培大纲，没有具体操作内容谁懂，和往届都不一样无从下手的感觉,0.999088727965854
2022-5-9 17:18,来自河南,男,上山下乡,0.7499999999999999
2024-3-5 19:21,来自广东,男,上下皆如此,0.6666666666666666
2024-7-13 12:40,来自广东,女,设计,0.6876006441223831
2024-6-24 10:17,来自福建,男,社会就是要实干不是学历，脚踏实地就会活,0.4789808355630293
2024-9-11 10:34,来自河南,男,社会就是这样走向畸形的，经济就是这样被摧毁的。,0.9879563496719324
2024-7-25 9:54,来自辽宁,男,社会稳定最重要,0.9125890842011531
2024-6-24 8:07,来自陕西,女,身为石大人，感到骄傲,0.9917053020530054
2024-6-3 20:10,来自北京,女,深大高级人才加油,0.875233155142646
2024-9-10 23:00,来自重庆,女,什么985每年只有20万！！！,0.1514600857098538
2024-6-30 23:19,来自江苏,女,什么年代有什么年代的不同于不容易.但有的职业不可能被人工智能取代，因为取代了不仅没有市场而且人工智能不可能取代人的感情（即使人工智能和人一模一样）,0.9200640186896931
2024-1-30 16:08,来自山东,女,什么时候能毕业,0.7142857142857141
2024-7-20 15:56,来自河北,男,什么是卖弄知识，又学到新词,0.9028021775830762
2024-9-12 12:06,来自广西,女,甚至评论区都没几个人啊,0.2066428967447418
2024-6-20 15:14,来自湖南,女,生物医学工程 避雷！大雷！,0.875521105699496
2024-7-13 12:40,来自福建,女,师范类，找不到工作,0.21385874727514664
2024-7-13 12:41,来自江苏,女,师范类，找不到工作,0.21385874727514664
2022-5-9 15:53,来自广东,男,十几年前，我们当时是五百万毕业生，找到合适的工作都不容易，大部分同学都动用了各种关系才落实就业。这环境，没几家公司招聘，听到的都是裁员的消息,0.6938946801994293
2024-4-3 20:06,来自云南,女,十年前工科生只要是男的活的企业就要，成绩绩点只拿来卡女生,0.934930004519319
2024-9-14 3:45,来自山东,男,时代的尘埃,0.9269765219511256
2024-5-26 19:29,来自河北,女,时间长,0.5866292461442938
2024-5-28 16:51,来自江苏,女,实际上 本科生的我已经做到了研究生毕业要求 但还不过是个没学历的小屁孩搞不懂这个学真的要上这么长时间,0.5125883635036991
2024-5-26 19:52,来自江苏,女,实在不行就找个有钱的夹了吧。,0.035580677513707526
2023-4-7 21:27,来自河北,男,实在是太真实了呀,0.3680458520387111
2024-6-21 14:12,来自河北,女,亊业编都不想去还说工作难找，在家呆着吧，让父母给交着养老保险，五十五岁直接领退休金得了！,0.606904197014375
2024-5-26 19:16,来自北京,女,事实是有关系胜任各种工作,0.9186688411345747
2024-6-30 8:56,来自广东,男,事事提醒事事忘记事事等待事事自愈,0.7907470518013218
2024-6-21 8:40,来自湖北,男,事业编你想去就去啊，人家是招考。还得考试呢。,0.9920202153434682
2024-5-26 19:39,来自辽宁,女,是啊,0.5262327818078083
2024-7-13 13:32,来自广东,男,是啊,0.5262327818078083
2024-5-26 19:39,来自辽宁,女,是啊,0.5262327818078083
2024-7-25 10:10,来自江苏,女,是啊,0.5262327818078083
2024-3-28 9:29,来自河北,女,是啊,0.5262327818078083
2024-6-10 17:42,来自广西,男,是啊，所以我觉得去个大专也不错,0.8413096880933653
2024-7-25 10:10,来自江苏,女,是啊是啊,0.5262327818078083
2024-5-26 18:38,来自陕西,女,是的,0.5262327818078083
2024-5-26 19:29,来自安徽,女,是的,0.5262327818078083
2024-5-26 18:35,来自中国台湾,女,是的,0.5262327818078083
2024-7-13 22:53,来自广西,女,是的,0.5262327818078083
2024-3-27 22:08,来自安徽,女,是的,0.5262327818078083
2024-3-27 22:09,来自中国,女,是的,0.5262327818078083
2024-5-26 18:35,来自中国台湾,女,是的,0.5262327818078083
2024-7-25 10:08,来自广东,女,是的,0.5262327818078083
2024-7-25 13:37,来自广东,女,是的,0.5262327818078083
2024-3-28 9:21,来自湖南,女,是的,0.5262327818078083
2024-3-28 9:26,来自安徽,女,是的,0.5262327818078083
2024-3-28 9:22,来自浙江,女,是的,0.5262327818078083
2024-6-12 6:35,来自山东,女,是的 我们班里统计就业情况 四十几个人零星几个写的考公考编 其余的全是“暂未就业”（双非文硕）,0.99942941470207
2024-9-1 9:52,来自浙江,男,是的，我们公司已经开启了各大学校招聘专场了,0.47155795928898525
2024-5-26 18:42,来自安徽,女,是的是的,0.5262327818078083
2024-7-20 20:27,来自安徽,男,是金子总会发光！,0.6430100135392368
2024-7-21 9:50,来自湖南,男,是考研数学的那个李永乐吗,0.9085848768959754
2023-2-1 19:33,来自河南,女,是我时间过得很快 哎,0.8320401537921405
2024-7-13 8:01,来自四川,女,是一些学理工科的女生刚开始一两年还是在做技术的，后面其实都有一点转那行业的市场 行政 人家方面的，或者直接转文的也有,0.9420138943186144
2024-9-1 12:48,来自浙江,女,是这样的...,0.4235033259423502
2024-3-12 19:44,来自河北,男,是这样没办法,0.11162644240677533
2024-5-26 19:01,来自山东,男,是真的 甚至不用和十年前比 和疫情前差别都很大,0.8435373777458212
